,BusinessYear,StateCode,Age,IndividualRate
328566,2014,FL,56,581.64
992306,2014,IN,21,28.13
547513,2014,FL,64,28.11
81378,2014,AL,61,23.07
39685,2014,AL,60,618.65
857551,2014,GA,34,317.11
84935,2014,AL,45,38.18
1042450,2014,IN,40,458.84
890086,2014,GA,29,1029.0
149260,2014,AZ,22,169.86
410183,2014,FL,25,0.0
500738,2014,FL,49,23.81
382996,2014,FL,39,220.5
211230,2014,AZ,43,343.0
205433,2014,AZ,65 and over,926.52
162107,2014,AZ,55,999999.0
559728,2014,FL,23,23.41
43396,2014,AL,0-20,130.34
496312,2014,FL,39,292.05
263489,2014,FL,32,329.75
107813,2014,AZ,57,598.36
811951,2014,FL,0-20,33.15
159734,2014,AZ,54,390.79
568289,2014,FL,33,13.76
1021794,2014,IN,51,26.24
505122,2014,FL,63,28.01
972717,2014,IN,24,212.83
694774,2014,FL,27,18.5
977111,2014,IN,52,504.05
22897,2014,AL,41,19.87
987869,2014,IN,56,27.33
376323,2014,FL,61,866.89
744327,2014,FL,25,251.1
261761,2014,FL,58,729.08
304311,2014,FL,27,205.43
865378,2014,GA,41,23.54
136849,2014,AZ,22,209.53
459794,2014,FL,45,377.44
603793,2014,FL,34,27.18
168737,2014,AZ,31,251.81
128542,2014,AZ,62,617.34
459198,2014,FL,47,373.88
576945,2014,FL,62,25.53
161332,2014,AZ,42,204.08
970890,2014,IN,41,280.79
858911,2014,GA,60,604.33
176022,2014,AZ,25,181.86
968805,2014,IN,44,291.43
194017,2014,AZ,63,615.29
1027674,2014,IN,58,29.28
177855,2014,AZ,24,196.09
293612,2014,FL,59,745.32
466175,2014,FL,32,266.85
852541,2014,GA,42,351.4
908203,2014,GA,33,13.92
228247,2014,AZ,41,21.26
688249,2014,FL,34,31.93
81987,2014,AL,43,38.18
937290,2014,GA,0-20,150.0
621929,2014,FL,56,11.19
526937,2014,FL,28,244.89
910583,2014,GA,49,18.69
443749,2014,FL,64,1098.24
301637,2014,FL,24,293.81
641277,2014,FL,24,26.14
416169,2014,FL,37,33.47
17749,2014,AL,45,19.47
526993,2014,FL,38,292.06
990295,2014,IN,34,27.33
814525,2014,FL,64,26.74
589641,2014,FL,26,21.66
39502,2014,AL,24,216.67
251419,2014,FL,38,482.12
337471,2014,FL,47,316.47
700185,2014,FL,36,210.69
518694,2014,FL,65 and over,847.2
291100,2014,FL,45,534.11
323935,2014,FL,41,370.12
183492,2014,AZ,47,261.01
270978,2014,FL,27,338.35
741662,2014,FL,36,15.77
852742,2014,GA,36,620.36
477843,2014,FL,62,829.07
433619,2014,FL,43,471.54
891897,2014,GA,22,1022.0
384612,2014,FL,65 and over,561.55
179647,2014,AZ,60,717.64
67963,2014,AL,21,311.72
969709,2014,IN,26,219.11
696403,2014,FL,46,11.79
425155,2014,FL,56,0.0
888768,2014,GA,21,1021.0
393641,2014,FL,26,255.98
480165,2014,FL,38,290.86
260925,2014,FL,28,317.08
161664,2014,AZ,37,999999.0
250100,2014,FL,56,836.77
811571,2014,FL,54,26.74
404120,2014,FL,32,280.36
839849,2014,GA,42,31.84
461507,2014,FL,56,495.17
136104,2014,AZ,0-20,150.62
866822,2014,GA,62,19.19
271694,2014,FL,53,791.15
510319,2014,FL,62,28.64
310273,2014,FL,64,662.81
487465,2014,FL,24,210.45
237943,2014,FL,44,99.0
169426,2014,AZ,30,304.06
742174,2014,FL,58,11.01
645478,2014,FL,54,16.92
232251,2014,AZ,65 and over,18.32
363667,2014,FL,35,376.99
946729,2014,GA,30,189.24
611742,2014,FL,22,16.74
724994,2014,FL,25,322.32
306837,2014,FL,48,398.6
325867,2014,FL,41,312.7
345264,2014,FL,33,242.15
195392,2014,AZ,39,233.99
623741,2014,FL,42,13.45
346995,2014,FL,25,238.97
324729,2014,FL,24,264.75
240835,2014,FL,38,99.99
568279,2014,FL,31,13.76
1048515,2014,IN,44,298.5
403607,2014,FL,42,403.31
114454,2014,AZ,51,459.37
77198,2014,AL,62,46.46
320434,2014,FL,38,338.95
933167,2014,GA,23,264.0
19232,2014,AL,56,9.9
205826,2014,AZ,26,281.3
471747,2014,FL,38,273.27
58615,2014,AL,30,245.89
198117,2014,AZ,30,226.28
838740,2014,GA,37,31.84
345177,2014,FL,36,288.52
994265,2014,IN,48,28.13
385386,2014,FL,38,326.12
561105,2014,FL,22,21.26
563685,2014,FL,32,19.27
1003156,2014,IN,53,837.67
896353,2014,GA,22,24.67
740824,2014,FL,41,15.35
504997,2014,FL,30,22.79
906960,2014,GA,61,29.33
757774,2014,FL,61,807.12
963207,2014,IN,38,402.45
434804,2014,FL,36,349.45
14341,2014,AL,41,99.0
196008,2014,AZ,55,546.48
890936,2014,GA,57,1057.0
837998,2014,GA,31,31.84
113544,2014,AZ,53,520.0
1043183,2014,IN,29,426.72
853912,2014,GA,40,569.13
345152,2014,FL,23,234.57
256274,2014,FL,0-20,191.77
1023347,2014,IN,36,369.7
724403,2014,FL,32,321.93
678228,2014,FL,41,19.05
396162,2014,FL,23,194.0
252026,2014,FL,47,459.83
278893,2014,FL,37,397.4
838808,2014,GA,59,25.69
107063,2014,AZ,45,382.68
396251,2014,FL,0-20,126.0
1008070,2014,IN,25,25.45
415041,2014,FL,34,0.0
987434,2014,IN,22,20.48
452898,2014,FL,49,463.66
768996,2014,FL,59,15.99
736484,2014,FL,33,15.35
1011329,2014,IN,56,25.96
79529,2014,AL,56,23.26
435301,2014,FL,46,413.47
200788,2014,AZ,54,382.68
272433,2014,FL,35,402.67
495418,2014,FL,65 and over,654.22
356991,2014,FL,55,555.16
291470,2014,FL,46,456.06
645887,2014,FL,29,17.26
392202,2014,FL,42,269.89
372933,2014,FL,22,244.63
190167,2014,AZ,21,178.73
403674,2014,FL,58,823.05
992958,2014,IN,29,28.13
263817,2014,FL,61,839.32
253216,2014,FL,64,904.21
953734,2014,IN,62,731.41
129442,2014,AZ,57,532.68
375718,2014,FL,34,316.14
363053,2014,FL,50,456.29
1014679,2014,IN,42,28.16
781480,2014,FL,31,15.99
696351,2014,FL,40,18.88
231836,2014,AZ,64,27.8
1009064,2014,IN,59,835.16
831957,2014,FL,62,33.15
423821,2014,FL,27,33.47
235409,2014,FL,40,99.0
837462,2014,GA,47,32.1
410624,2014,FL,34,24.61
878917,2014,GA,38,18.73
820132,2014,FL,59,33.97
45549,2014,AL,30,440.59
165886,2014,AZ,26,31.0
798403,2014,FL,26,30.11
7753,2014,AK,49,739.18
220407,2014,AZ,54,906.84
334657,2014,FL,0-20,181.23
18569,2014,AL,37,16.55
510908,2014,FL,53,37.29
820672,2014,FL,47,33.7
238974,2014,FL,63,99.0
233347,2014,FL,61,99.0
1043100,2014,IN,0-20,163.61
167447,2014,AZ,29,267.9
964901,2014,IN,22,315.39
57386,2014,AL,45,399.08
776830,2014,FL,27,21.99
190650,2014,AZ,50,274.25
601106,2014,FL,61,32.85
881540,2014,GA,57,9.37
563907,2014,FL,31,15.55
797618,2014,FL,23,48.94
836884,2014,GA,21,31.84
804605,2014,FL,64,24.25
840658,2014,GA,23,52.69
50075,2014,AL,57,920.07
183299,2014,AZ,55,418.68
97109,2014,AZ,63,54.79
209416,2014,AZ,49,441.67
914570,2014,GA,65 and over,23.61
84073,2014,AL,28,19.57
440145,2014,FL,32,326.14
197558,2014,AZ,29,220.36
546339,2014,FL,59,27.84
808656,2014,FL,21,48.94
189967,2014,AZ,63,535.29
992668,2014,IN,61,27.33
485464,2014,FL,47,319.04
137797,2014,AZ,29,294.4
998074,2014,IN,39,23.79
35711,2014,AL,47,412.7
537923,2014,FL,32,22.82
279285,2014,FL,30,322.66
675245,2014,FL,48,12.31
752107,2014,FL,52,30.24
323772,2014,FL,51,390.16
659548,2014,FL,51,20.14
330988,2014,FL,25,247.07
851681,2014,GA,54,565.56
28235,2014,AL,29,21.0
460765,2014,FL,50,349.3
941206,2014,GA,21,186.0
190528,2014,AZ,65 and over,491.13
57935,2014,AL,44,327.51
149237,2014,AZ,45,287.78
84347,2014,AL,27,23.89
840379,2014,GA,0-20,32.1
757321,2014,FL,22,277.97
568013,2014,FL,24,28.33
951411,2014,IN,56,731.51
53043,2014,AL,63,979.51
86400,2014,AL,42,38.18
449596,2014,FL,24,278.23
793207,2014,FL,28,48.94
1044126,2014,IN,45,563.09
699712,2014,FL,33,312.72
111291,2014,AZ,62,718.16
274131,2014,FL,21,346.49
959204,2014,IN,46,437.7
899777,2014,GA,24,99.0
426824,2014,FL,35,0.0
995558,2014,IN,53,28.13
918320,2014,GA,39,31.81
992123,2014,IN,22,31.02
600863,2014,FL,48,32.85
572853,2014,FL,26,15.55
951663,2014,IN,54,597.24
53240,2014,AL,21,329.59
90725,2014,AZ,40,1040.0
955263,2014,IN,64,617.22
823032,2014,FL,61,54.95
688605,2014,FL,22,19.05
522666,2014,FL,27,287.62
905631,2014,GA,25,17.96
52934,2014,AL,36,396.63
636326,2014,FL,32,27.78
261480,2014,FL,33,384.53
824729,2014,FL,56,33.7
809010,2014,FL,53,24.25
42747,2014,AL,29,208.15
576425,2014,FL,50,18.63
394978,2014,FL,35,257.0
607500,2014,FL,61,27.6
923529,2014,GA,60,899.12
601212,2014,FL,29,32.85
307653,2014,FL,42,314.48
584169,2014,FL,35,16.86
348553,2014,FL,22,237.47
203246,2014,AZ,25,183.27
214854,2014,AZ,29,276.55
514437,2014,FL,53,9999.0
554022,2014,FL,32,17.36
634421,2014,FL,46,10.76
122612,2014,AZ,26,254.33
929718,2014,GA,39,44.51
980333,2014,IN,37,20.19
926671,2014,GA,28,27.23
191742,2014,AZ,47,373.56
447518,2014,FL,23,256.2
177456,2014,AZ,36,316.79
190909,2014,AZ,22,270.06
608161,2014,FL,32,22.88
802044,2014,FL,33,48.94
325107,2014,FL,29,270.89
460763,2014,FL,48,319.77
660768,2014,FL,63,35.45
40540,2014,AL,47,344.42
544941,2014,FL,56,37.26
300564,2014,FL,39,336.21
537770,2014,FL,47,27.82
623650,2014,FL,42,18.41
1044077,2014,IN,39,304.71
899462,2014,GA,31,99.0
171834,2014,AZ,46,0.0
558926,2014,FL,47,23.71
762652,2014,FL,63,14.99
877662,2014,GA,54,17.09
255342,2014,FL,27,383.8
1000234,2014,IN,32,99.99
875022,2014,GA,22,39.15
928684,2014,GA,63,27.23
1000935,2014,IN,60,818.24
298049,2014,FL,24,295.85
354776,2014,FL,51,499.74
778519,2014,FL,60,16.99
964100,2014,IN,64,933.39
915512,2014,GA,37,26.33
710182,2014,FL,57,708.21
615977,2014,FL,24,9.06
140295,2014,AZ,56,408.69
1025733,2014,IN,43,432.41
987029,2014,IN,50,11.57
674895,2014,FL,0-20,31.93
408154,2014,FL,47,0.0
379583,2014,FL,35,356.19
453114,2014,FL,35,350.2
982946,2014,IN,45,371.05
600029,2014,FL,42,32.85
11456,2014,AL,64,999999.0
272946,2014,FL,40,385.46
973443,2014,IN,42,281.39
496977,2014,FL,60,593.68
742451,2014,FL,55,15.77
404832,2014,FL,26,235.98
903106,2014,GA,26,21.0
749357,2014,FL,62,45.83
523765,2014,FL,25,31.0
862636,2014,GA,59,861.46
351131,2014,FL,23,187.94
417793,2014,FL,56,0.0
550078,2014,FL,25,17.36
970088,2014,IN,47,266.96
263060,2014,FL,39,325.62
510974,2014,FL,27,17.97
224855,2014,AZ,47,19.4
640630,2014,FL,22,9.06
243425,2014,FL,52,99.99
580529,2014,FL,43,16.86
735108,2014,FL,49,15.77
309830,2014,FL,26,258.71
431002,2014,FL,51,33.47
771208,2014,FL,63,15.99
881757,2014,GA,44,14.39
738385,2014,FL,44,15.35
360454,2014,FL,38,307.73
914276,2014,GA,52,19.08
926317,2014,GA,42,27.23
16546,2014,AL,38,8.34
413891,2014,FL,28,0.0
439327,2014,FL,33,344.85
384740,2014,FL,37,255.91
491973,2014,FL,24,311.29
195346,2014,AZ,28,194.39
912288,2014,GA,22,27.35
93981,2014,AZ,63,43.01
465704,2014,FL,21,315.18
833065,2014,FL,0-20,26.95
967246,2014,IN,37,444.78
496540,2014,FL,37,207.78
225186,2014,AZ,29,19.29
271652,2014,FL,49,695.48
563729,2014,FL,41,20.96
289820,2014,FL,49,453.84
16409,2014,AL,39,9.32
57041,2014,AL,51,571.87
327314,2014,FL,28,253.94
874331,2014,GA,45,32.69
417107,2014,FL,62,0.0
210132,2014,AZ,44,424.8
375289,2014,FL,50,508.27
690869,2014,FL,32,11.41
443792,2014,FL,23,278.88
482849,2014,FL,54,540.61
611943,2014,FL,31,34.39
914454,2014,GA,41,33.91
276235,2014,FL,47,471.68
147492,2014,AZ,48,453.64
11045,2014,AL,53,999999.0
736697,2014,FL,46,15.35
857240,2014,GA,45,384.58
811499,2014,FL,28,32.88
675554,2014,FL,35,19.46
402809,2014,FL,26,372.58
1000257,2014,IN,55,99.99
671003,2014,FL,29,30.04
586333,2014,FL,54,20.81
766619,2014,FL,28,15.99
667216,2014,FL,21,42.2
667980,2014,FL,35,28.78
526946,2014,FL,37,278.91
121657,2014,AZ,65 and over,792.96
445934,2014,FL,31,322.34
468822,2014,FL,57,488.75
575910,2014,FL,39,31.13
855140,2014,GA,55,909.26
918086,2014,GA,35,29.77
258187,2014,FL,56,765.65
712006,2014,FL,54,481.71
178421,2014,AZ,45,332.7
459381,2014,FL,46,388.3
346655,2014,FL,39,279.54
335319,2014,FL,29,263.28
489049,2014,FL,44,403.41
1001297,2014,IN,42,555.87
560752,2014,FL,44,18.72
898050,2014,GA,63,36.96
488492,2014,FL,39,390.52
344015,2014,FL,53,457.86
740697,2014,FL,24,21.99
961792,2014,IN,55,519.55
368044,2014,FL,61,666.75
843739,2014,GA,22,264.42
833948,2014,FL,29,32.88
151894,2014,AZ,34,299.72
292624,2014,FL,25,280.52
678163,2014,FL,22,12.1
164232,2014,AZ,34,297.0
491132,2014,FL,57,729.49
216359,2014,AZ,37,250.89
297943,2014,FL,63,906.02
238040,2014,FL,49,99.0
909600,2014,GA,37,15.4
72589,2014,AL,28,330.91
600680,2014,FL,49,32.85
700378,2014,FL,29,228.71
143421,2014,AZ,57,769.85
359999,2014,FL,41,349.43
782845,2014,FL,62,15.99
15297,2014,AL,25,18.5
530722,2014,FL,58,38.93
179042,2014,AZ,31,237.32
165019,2014,AZ,39,257.0
434690,2014,FL,24,263.61
740368,2014,FL,47,21.99
483368,2014,FL,21,249.31
548726,2014,FL,31,22.03
615081,2014,FL,36,10.13
942855,2014,GA,29,245.0
312860,2014,FL,23,287.91
1007903,2014,IN,58,720.86
703374,2014,FL,30,339.62
4027,2014,AK,39,306.0
135054,2014,AZ,34,180.71
1015907,2014,IN,46,495.31
683817,2014,FL,64,10.21
209770,2014,AZ,46,372.92
321254,2014,FL,34,275.62
464151,2014,FL,32,288.96
644587,2014,FL,23,28.66
259502,2014,FL,37,381.27
516507,2014,FL,30,292.56
550717,2014,FL,61,31.76
931748,2014,GA,61,844.0
841916,2014,GA,39,197.05
797229,2014,FL,48,24.25
593335,2014,FL,64,38.03
922289,2014,GA,42,999999.0
80978,2014,AL,45,23.26
826413,2014,FL,38,33.15
759641,2014,FL,42,445.72
371633,2014,FL,62,693.21
952588,2014,IN,39,221.62
409497,2014,FL,31,33.47
771866,2014,FL,31,10.99
898546,2014,GA,53,22.03
535812,2014,FL,24,34.26
10822,2014,AL,Family Option,25.56
654421,2014,FL,64,42.2
720104,2014,FL,64,1043.59
552278,2014,FL,51,26.11
15082,2014,AL,56,19.5
523925,2014,FL,59,31.0
4663,2014,AK,29,399.32
757978,2014,FL,35,406.23
939209,2014,GA,36,224.0
280769,2014,FL,40,392.51
588011,2014,FL,22,21.66
503885,2014,FL,22,19.97
920430,2014,GA,37,999999.0
548895,2014,FL,64,35.67
656508,2014,FL,49,21.84
205939,2014,AZ,54,555.55
961575,2014,IN,65 and over,653.61
247522,2014,FL,55,17.2
261646,2014,FL,48,503.28
488028,2014,FL,35,274.37
228897,2014,AZ,44,11.6
121531,2014,AZ,40,356.63
240436,2014,FL,53,99.99
1043407,2014,IN,54,451.08
452338,2014,FL,41,373.13
904876,2014,GA,58,28.58
651981,2014,FL,40,35.97
760956,2014,FL,23,17.99
64920,2014,AL,43,497.34
466834,2014,FL,47,376.53
593717,2014,FL,32,23.48
974304,2014,IN,58,20.92
458758,2014,FL,21,220.05
358327,2014,FL,33,292.51
776029,2014,FL,54,21.99
218260,2014,AZ,52,400.44
336017,2014,FL,56,570.25
315178,2014,FL,32,228.94
335552,2014,FL,53,602.53
602247,2014,FL,52,27.18
611802,2014,FL,52,16.74
631714,2014,FL,26,27.78
116936,2014,AZ,41,316.65
980692,2014,IN,45,516.5
818206,2014,FL,65 and over,26.74
675327,2014,FL,38,12.86
107978,2014,AZ,44,325.94
947218,2014,GA,59,498.87
281804,2014,FL,43,298.62
361472,2014,FL,41,317.85
203313,2014,AZ,41,225.12
253461,2014,FL,40,350.89
824313,2014,FL,54,54.51
270999,2014,FL,29,265.64
250078,2014,FL,54,765.75
1035281,2014,IN,38,382.67
768321,2014,FL,28,21.99
67740,2014,AL,58,950.61
43875,2014,AL,24,166.23
477581,2014,FL,30,348.94
2293,2014,AK,61,1529.99
1037746,2014,IN,49,423.25
1010873,2014,IN,64,1333.25
1034735,2014,IN,21,328.69
1037899,2014,IN,0-20,245.91
657959,2014,FL,39,17.98
568165,2014,FL,54,20.69
112270,2014,AZ,28,338.51
213990,2014,AZ,43,388.71
721339,2014,FL,35,437.27
817216,2014,FL,41,33.15
198174,2014,AZ,45,287.89
42762,2014,AL,32,186.91
591617,2014,FL,53,18.73
625420,2014,FL,53,15.8
83928,2014,AL,48,23.26
385325,2014,FL,54,419.75
486052,2014,FL,37,252.11
89785,2014,AZ,35,1035.0
896072,2014,GA,63,22.03
47768,2014,AL,33,591.0
105107,2014,AZ,21,196.4
260569,2014,FL,42,421.04
1003501,2014,IN,35,393.07
215604,2014,AZ,32,274.0
413884,2014,FL,27,0.0
141741,2014,AZ,43,494.09
124267,2014,AZ,35,182.87
96492,2014,AZ,44,61.03
391083,2014,FL,35,402.39
658343,2014,FL,47,10.93
518458,2014,FL,39,331.19
443482,2014,FL,35,458.69
159267,2014,AZ,33,278.43
840015,2014,GA,24,32.1
992281,2014,IN,42,23.79
288666,2014,FL,24,255.92
394150,2014,FL,50,556.34
152326,2014,AZ,52,480.58
728076,2014,FL,25,319.81
83031,2014,AL,59,19.42
300735,2014,FL,33,430.0
313425,2014,FL,30,289.9
597021,2014,FL,24,27.18
1020147,2014,IN,62,709.81
621987,2014,FL,39,26.14
502935,2014,FL,38,23.81
694332,2014,FL,45,23.6
30386,2014,AL,61,846.18
947892,2014,GA,43,411.02
281360,2014,FL,51,460.25
245780,2014,FL,61,17.7
166617,2014,AZ,27,309.72
503466,2014,FL,63,19.97
701426,2014,FL,54,421.31
692744,2014,FL,21,19.05
605609,2014,FL,56,27.6
129754,2014,AZ,43,246.04
890276,2014,GA,30,1030.0
344691,2014,FL,23,170.39
191978,2014,AZ,60,563.53
643631,2014,FL,51,15.8
158867,2014,AZ,63,781.58
691079,2014,FL,58,17.78
420432,2014,FL,64,24.61
664150,2014,FL,52,17.26
706871,2014,FL,39,443.27
483778,2014,FL,63,827.24
996291,2014,IN,50,0.0
783383,2014,FL,48,10.99
847607,2014,GA,21,279.45
1029680,2014,IN,33,362.68
624521,2014,FL,64,10.76
154133,2014,AZ,65 and over,431.1
379048,2014,FL,43,309.1
784564,2014,FL,33,10.99
439702,2014,FL,29,343.77
306513,2014,FL,24,264.73
583724,2014,FL,38,15.05
923140,2014,GA,29,306.21
747845,2014,FL,22,38.62
569306,2014,FL,53,20.69
578545,2014,FL,60,25.53
476786,2014,FL,63,803.27
568823,2014,FL,48,20.34
902737,2014,GA,44,22.83
448503,2014,FL,40,323.42
523744,2014,FL,60,43.0
128374,2014,AZ,0-20,136.45
319027,2014,FL,25,298.02
680726,2014,FL,55,19.05
937994,2014,GA,23,232.0
234674,2014,FL,41,99.0
600414,2014,FL,59,32.85
111822,2014,AZ,30,295.06
289428,2014,FL,37,372.33
921595,2014,GA,52,999999.0
340937,2014,FL,32,280.42
163277,2014,AZ,45,237.0
772681,2014,FL,64,15.99
122706,2014,AZ,45,339.71
23982,2014,AL,22,8.34
427350,2014,FL,54,0.0
995147,2014,IN,56,18.75
383141,2014,FL,0-20,130.82
874519,2014,GA,47,19.86
945486,2014,GA,29,219.3
246287,2014,FL,62,18.9
16131,2014,AL,37,10.51
105070,2014,AZ,60,678.85
856168,2014,GA,31,411.38
185417,2014,AZ,64,569.85
278600,2014,FL,53,706.59
110178,2014,AZ,24,238.49
353330,2014,FL,64,574.91
740057,2014,FL,34,15.35
756377,2014,FL,44,27.65
910579,2014,GA,48,19.18
26011,2014,AL,27,16.55
581471,2014,FL,48,21.66
182644,2014,AZ,62,533.91
291595,2014,FL,63,901.46
850917,2014,GA,39,370.28
932002,2014,GA,0-20,198.0
346769,2014,FL,50,450.5
197409,2014,AZ,37,226.63
126217,2014,AZ,32,255.92
1027254,2014,IN,25,28.7
980497,2014,IN,50,670.55
76054,2014,AL,22,46.46
504089,2014,FL,42,23.73
834277,2014,FL,36,33.7
627243,2014,FL,45,25.74
269495,2014,FL,63,860.03
896786,2014,GA,41,22.03
4770,2014,AK,50,721.97
65629,2014,AL,36,476.02
30931,2014,AL,47,503.0
636716,2014,FL,43,21.58
280788,2014,FL,42,396.92
350392,2014,FL,21,242.55
552287,2014,FL,53,26.33
239284,2014,FL,51,99.0
922011,2014,GA,64,999999.0
498110,2014,FL,43,347.87
1033377,2014,IN,49,655.4
547854,2014,FL,40,21.15
571171,2014,FL,58,36.55
18322,2014,AL,0-20,28.39
769846,2014,FL,35,15.99
249430,2014,FL,41,373.79
277977,2014,FL,37,385.51
1015851,2014,IN,42,27.88
128397,2014,AZ,25,215.73
409358,2014,FL,59,33.47
222905,2014,AZ,61,1028.57
51733,2014,AL,58,839.87
781505,2014,FL,56,15.99
9736,2014,AK,28,999999.0
753293,2014,FL,42,25.93
754795,2014,FL,26,27.36
521245,2014,FL,53,26.0
854711,2014,GA,62,1013.34
662800,2014,FL,21,20.14
601085,2014,FL,40,32.85
1036142,2014,IN,48,613.18
305033,2014,FL,0-20,166.95
53431,2014,AL,22,289.39
823408,2014,FL,23,33.97
788889,2014,FL,34,29.68
695200,2014,FL,39,12.53
21392,2014,AL,54,10.3
98165,2014,AZ,61,40.61
359323,2014,FL,25,291.51
951979,2014,IN,22,290.45
708243,2014,FL,38,445.71
502820,2014,FL,61,22.73
181937,2014,AZ,58,600.03
136988,2014,AZ,57,492.49
630396,2014,FL,57,15.8
961553,2014,IN,61,647.54
821838,2014,FL,63,32.88
900891,2014,GA,43,23.03
624101,2014,FL,38,9.06
113910,2014,AZ,34,295.38
166272,2014,AZ,35,454.55
189060,2014,AZ,0-20,147.19
733180,2014,FL,25,15.77
575309,2014,FL,57,24.74
507459,2014,FL,54,31.1
656700,2014,FL,53,28.28
206367,2014,AZ,23,239.78
922560,2014,GA,63,999999.0
835628,2014,GA,53,32.1
911841,2014,GA,25,14.46
660385,2014,FL,56,28.28
272854,2014,FL,31,367.46
291307,2014,FL,57,641.61
192220,2014,AZ,28,224.72
520630,2014,FL,21,253.39
443762,2014,FL,0-20,188.48
928787,2014,GA,28,44.87
519391,2014,FL,46,332.51
577102,2014,FL,48,20.99
155577,2014,AZ,37,209.58
500478,2014,FL,65 and over,19.97
350254,2014,FL,44,330.47
877240,2014,GA,27,18.73
872964,2014,GA,51,10.92
126978,2014,AZ,39,271.03
210319,2014,AZ,45,441.58
772571,2014,FL,46,15.99
111712,2014,AZ,54,548.35
215073,2014,AZ,37,327.19
513007,2014,FL,28,336.83
436882,2014,FL,37,355.39
750152,2014,FL,29,34.92
859883,2014,GA,0-20,169.97
819767,2014,FL,62,33.97
60638,2014,AL,30,356.38
1009590,2014,IN,54,25.45
123718,2014,AZ,64,684.42
350556,2014,FL,57,668.32
184924,2014,AZ,58,486.13
606294,2014,FL,51,27.6
655757,2014,FL,42,28.28
654348,2014,FL,27,42.2
797115,2014,FL,26,30.35
753999,2014,FL,58,34.49
55897,2014,AL,41,326.52
926591,2014,GA,40,44.87
831245,2014,FL,40,26.95
552210,2014,FL,37,24.31
886592,2014,GA,49,33.91
11051,2014,AL,55,999999.0
95063,2014,AZ,41,55.39
643774,2014,FL,30,16.92
232547,2014,AZ,39,10.32
566276,2014,FL,45,18.31
703836,2014,FL,30,258.04
861575,2014,GA,56,615.03
384785,2014,FL,60,561.02
1005294,2014,IN,38,375.66
977872,2014,IN,48,20.19
617830,2014,FL,30,18.71
769983,2014,FL,34,15.99
683465,2014,FL,34,20.67
553236,2014,FL,59,27.87
586049,2014,FL,43,16.86
698934,2014,FL,62,736.37
554611,2014,FL,58,27.84
816405,2014,FL,58,54.95
195390,2014,AZ,39,238.27
947555,2014,GA,28,138.3
544192,2014,FL,44,34.26
498931,2014,FL,36,289.0
60595,2014,AL,65 and over,1263.06
391342,2014,FL,26,329.17
87612,2014,AL,50,23.26
241246,2014,FL,35,99.99
697165,2014,FL,26,279.22
260292,2014,FL,63,932.45
439093,2014,FL,53,602.89
600575,2014,FL,36,32.85
538016,2014,FL,51,30.37
491724,2014,FL,51,568.5
574425,2014,FL,64,22.47
303369,2014,FL,62,795.54
884518,2014,GA,45,19.4
735068,2014,FL,29,15.77
661795,2014,FL,25,10.76
501531,2014,FL,60,19.97
470491,2014,FL,24,180.64
210945,2014,AZ,63,832.55
148697,2014,AZ,57,590.7
494482,2014,FL,49,371.69
918835,2014,GA,48,31.81
349461,2014,FL,62,691.37
305063,2014,FL,35,222.78
786486,2014,FL,23,29.92
708600,2014,FL,63,1035.0
536806,2014,FL,39,24.39
883096,2014,GA,49,18.99
78831,2014,AL,39,46.84
421429,2014,FL,50,33.47
547864,2014,FL,42,21.15
109558,2014,AZ,38,338.81
1044566,2014,IN,50,460.07
829845,2014,FL,0-20,26.74
991772,2014,IN,39,0.0
14311,2014,AL,57,99.0
180926,2014,AZ,40,280.89
670203,2014,FL,43,25.01
937060,2014,GA,0-20,150.0
663524,2014,FL,61,35.45
638707,2014,FL,27,17.98
893870,2014,GA,23,24.67
829661,2014,FL,0-20,26.95
911943,2014,GA,45,19.08
994289,2014,IN,26,0.0
972675,2014,IN,32,195.89
223313,2014,AZ,35,280.72
872859,2014,GA,45,26.15
568266,2014,FL,29,13.88
725779,2014,FL,28,219.01
952884,2014,IN,47,219.1
23743,2014,AL,59,23.35
253485,2014,FL,42,388.94
300651,2014,FL,37,541.16
276663,2014,FL,44,459.31
533368,2014,FL,41,28.35
1038880,2014,IN,37,263.43
886358,2014,GA,45,19.4
800067,2014,FL,34,30.35
112317,2014,AZ,37,371.85
279221,2014,FL,24,326.64
691923,2014,FL,28,20.24
30102,2014,AL,0-20,188.01
412411,2014,FL,27,0.0
1031493,2014,IN,64,927.54
579978,2014,FL,25,15.51
450852,2014,FL,27,257.79
451281,2014,FL,42,371.91
503861,2014,FL,44,19.97
571575,2014,FL,46,20.69
904833,2014,GA,49,23.7
939414,2014,GA,31,230.0
239027,2014,FL,24,99.0
103603,2014,AZ,43,318.95
515795,2014,FL,42,348.16
948734,2014,GA,57,403.93
635233,2014,FL,38,18.34
674293,2014,FL,62,17.78
867138,2014,GA,36,27.4
930560,2014,GA,53,27.01
10724,2014,AK,30,0.0
235513,2014,FL,52,99.0
1019171,2014,IN,30,393.04
342947,2014,FL,25,179.33
505237,2014,FL,40,23.73
443855,2014,FL,30,316.53
383884,2014,FL,23,200.6
557947,2014,FL,35,18.56
872819,2014,GA,25,26.15
448252,2014,FL,59,728.11
222690,2014,AZ,46,308.38
374514,2014,FL,30,321.93
660305,2014,FL,62,42.26
721804,2014,FL,36,429.25
1005213,2014,IN,32,518.19
785281,2014,FL,60,24.06
